episode,reward,autonomy,skill,difficulty,frustration,performance,help_dependency
13488,306,0.931792226204072,3,3,0,2,0
13489,517,0.9317911611171038,3,2,0,2,0
13490,294,0.9317627241384739,3,3,0,2,0
13491,363,0.9317427092022222,3,1,1,2,0
13492,402,0.9317232427329584,3,3,0,2,0
13493,436,0.9316891328625132,3,3,2,2,1
13494,485,0.9316566558696814,3,3,0,2,0
13495,374,0.9316293728828213,3,3,0,2,0
13496,384,0.9316021057594092,3,3,0,2,0
13497,418,0.9315602196231217,3,3,0,2,0
13498,405,0.931532988864982,3,3,1,2,0
13499,497,0.9315314749542732,3,3,0,2,0
13500,364,0.9315110420492536,3,3,0,2,0
13501,200,0.9314717028505073,3,3,0,2,1
13502,476,0.9314550602778192,3,3,0,2,0
13503,205,0.9314319769767022,3,3,0,2,0
13504,481,0.9314226584302782,3,3,0,2,0
13505,453,0.9314352439616934,3,2,2,2,1
13506,397,0.9314321529301159,3,3,0,2,0
13507,329,0.9314352849030743,3,3,0,2,0
13508,398,0.9314316587321473,3,3,0,2,0
13509,468,0.9314374726031687,3,2,1,2,0
13510,352,0.9314489623438821,3,3,0,2,0
13511,254,0.9314431900861361,3,3,2,2,0
13512,250,0.9313400384789852,3,3,0,1,0
13513,238,0.9312593333906694,3,2,0,2,0
13514,242,0.9312005127523703,3,3,1,2,1
13515,201,0.9311328347828804,3,2,0,2,0
13516,297,0.9310964415452522,3,3,0,2,0
13517,338,0.9310773027600319,3,2,0,2,0
13518,337,0.9310425596702036,3,2,1,2,0
13519,337,0.9309776924397821,3,3,0,2,0
13520,210,0.9308805743045531,3,2,0,2,0
13521,345,0.9308090736060407,3,3,0,2,0
13522,465,0.9307844069964207,3,3,0,2,0
13523,339,0.9307492613410461,3,3,1,2,0
13524,366,0.9307146753955264,3,2,2,2,0
13525,486,0.9306828097731239,3,3,0,2,0
13526,415,0.9306565931926163,3,3,0,2,1
13527,392,0.9306448849921356,3,3,1,2,1
13528,420,0.9306119907212803,3,3,0,2,0
13529,401,0.9305713351905748,3,3,0,2,1
13530,460,0.9305768407950523,3,1,0,2,0
13531,559,0.9305694888365257,3,3,1,2,0
13532,377,0.9305205709487825,3,3,1,2,0
13533,327,0.9305078422533459,3,2,0,2,0
13534,470,0.9305133604245499,3,3,0,2,0
13535,436,0.9305033400652478,3,3,0,2,0
13536,441,0.9304933257751652,3,3,0,2,0
13537,198,0.9304629334906722,3,3,1,2,1
13538,396,0.9304218924624363,3,3,0,2,0
13539,422,0.9304108313612911,3,3,0,2,0
13540,344,0.9303981569822912,3,3,0,2,1
13541,354,0.9303643850275674,3,3,0,2,0
13542,427,0.930346677416354,3,2,0,2,0
13543,331,0.9303268206865017,3,3,0,1,0
13544,503,0.9303329175415082,3,3,0,2,0
13545,413,0.9303069499415223,3,3,0,2,0
13546,440,0.9302820772905713,3,3,0,2,0
13547,392,0.9302633412289257,3,3,0,2,1
13548,451,0.9302534339330625,3,3,0,2,0
13549,458,0.930228600162457,3,3,0,2,0
13550,226,0.9301989234005692,3,3,0,2,0
13551,414,0.9301879644019702,3,1,1,2,0
13552,527,0.9301797101449275,3,3,0,2,1
13553,329,0.9301373144477671,3,3,1,2,0
13554,280,0.9301010475572449,3,3,0,2,0
13555,260,0.9301023363583704,3,3,1,2,1
13556,514,0.9301013002254548,3,3,0,2,0
13557,510,0.9301228812251073,3,2,1,2,0
13558,192,0.9301071119891344,3,3,0,2,0
13559,427,0.9301209652533482,3,3,0,2,0
13560,449,0.930137503952371,3,3,0,2,0
13561,340,0.9301348423755079,3,3,1,2,0
13562,349,0.9301316438525096,3,3,1,2,0
13563,261,0.930119126508345,3,3,1,2,0
13564,108,0.9300720311236085,3,3,0,2,0
13565,340,0.9300627671454427,3,3,0,2,0
13566,447,0.9300792978674263,3,3,0,2,0
13567,392,0.9300793485873489,3,3,1,2,1
13568,429,0.9301008671031675,3,3,0,2,0
13569,386,0.930120759941543,3,2,2,2,0
13570,503,0.9301351008450531,3,3,0,2,0
13571,517,0.9301417458414045,3,2,0,2,0
13572,440,0.9301390916775533,3,3,0,2,0
13573,409,0.9301501939845581,3,3,0,2,0
13574,490,0.9301562920010752,3,3,1,2,0
13575,391,0.9301695279629004,3,3,0,2,0
13576,452,0.9301750804018943,3,1,0,2,0
13577,431,0.9301806295176562,3,3,0,2,0
13578,390,0.9301713689572114,3,3,0,2,0
13579,369,0.9301861906076501,3,3,0,2,0
13580,237,0.9301145336624707,3,3,0,2,0
13581,310,0.930066982419031,3,3,1,2,0
13582,295,0.9300194603208655,3,3,0,2,0
13583,108,0.9299940250946027,3,3,1,0,1
13584,305,0.9299602551633827,3,3,0,2,0
13585,327,0.9299352329622881,3,2,1,2,0
13586,382,0.9299129077189169,3,3,0,2,1
13587,185,0.9298923480669324,3,1,0,2,0
13588,532,0.9298864201307889,3,3,0,2,0
13589,364,0.9298532683911518,3,2,0,2,0
13590,324,0.929833278549424,3,3,1,2,0
13591,351,0.9298301924282024,3,3,0,2,0
13592,362,0.9298254996638348,3,2,0,2,0
13593,394,0.9298376933358793,3,3,0,2,0
13594,259,0.9298166573760853,3,3,2,2,0
13595,468,0.9298228203699321,3,3,0,2,0
13596,486,0.9298360755822828,3,3,0,2,0
13597,368,0.9298242937034127,3,2,1,2,0
13598,413,0.9298370058500942,3,3,0,2,0
13599,426,0.9298349955775155,3,3,0,2,0
13600,421,0.9298427483592624,3,3,0,2,0
13601,284,0.9298222886057429,3,3,0,2,0
13602,327,0.9298202844670623,3,3,0,2,0
13603,286,0.9298172124904798,3,3,2,2,1
13604,405,0.9297842208652485,3,3,1,2,0
13605,310,0.9297491093992631,3,3,0,2,0
13606,268,0.9297292361079402,3,1,0,2,0
13607,522,0.9296630734939484,3,3,0,2,1
13608,263,0.9296274888581294,3,2,0,2,1
13609,509,0.9296342195898941,3,2,0,2,0
13610,388,0.9296458730798173,3,3,0,2,0
13611,179,0.9296293763156495,3,3,0,2,0
13612,162,0.9296058230002431,3,3,1,2,0
13613,433,0.9295805672444438,3,1,1,2,0
13614,416,0.9295775717399063,3,3,0,0,0
13615,159,0.9295762885580449,3,2,0,2,0
13616,292,0.9295348113515441,3,3,0,2,0
13617,296,0.9295312962386846,3,3,2,0,1
13618,236,0.9295397476843247,3,2,2,0,0
13619,236,0.9295270454752298,3,3,0,2,0
13620,377,0.9295408364419373,3,2,2,2,0
13621,404,0.9295627325991223,3,2,2,2,0
13622,400,0.9295749033871334,3,3,0,2,0
13623,455,0.9295994424918191,3,3,0,2,0
13624,427,0.9295920762689404,3,3,0,2,1
13625,512,0.9296144616619102,3,3,0,2,0
13626,268,0.9296315076475975,3,2,0,2,0
13627,170,0.9296231840193705,3,2,0,0,0
13628,163,0.9296294615163482,3,2,0,0,0
13629,446,0.9296507494743848,3,3,0,2,0
13630,195,0.9296661751918642,3,2,1,0,0
13631,377,0.9296712600061984,3,3,0,2,0
13632,505,0.9296946432214724,3,3,1,2,0
13633,328,0.9297056779379325,3,3,0,2,0
13634,481,0.929711277763932,3,2,0,2,0
13635,438,0.9297233631311911,3,3,0,2,0
13636,305,0.9297392774649376,3,2,2,2,0
13637,-11,0.9297191634527574,3,0,2,0,0
13638,506,0.9297338896475754,3,3,0,2,0
13639,432,0.9297534998793145,3,3,0,2,0
13640,460,0.9297730991682565,3,3,0,2,0
13641,360,0.9297695421752142,3,3,0,2,0
13642,357,0.9297885970531711,3,3,1,2,0
13643,480,0.9298108146797562,3,2,0,2,0
13644,395,0.9298233721236772,3,2,0,2,0
13645,548,0.9298380356457114,3,3,1,2,1
13646,547,0.9298596892689389,3,3,0,2,0
13647,440,0.929878691189308,3,3,0,2,0
13648,420,0.9298976828167319,3,3,1,2,0
13649,298,0.9299065069085602,3,1,1,2,0
13650,511,0.9299125504733403,3,3,1,2,0
13651,510,0.9299336244935391,3,3,0,2,0
13652,356,0.9299515274489911,3,2,0,2,0
13653,413,0.9299559736142207,3,3,0,2,0
13654,465,0.9299689802540164,3,3,0,2,0
13655,547,0.9299905392620624,3,2,0,2,0
13656,311,0.9299858875810714,3,3,0,2,0
13657,253,0.9299882175475989,3,2,1,0,0
13658,382,0.9300066024429039,3,3,0,2,0
13659,512,0.9300276019321353,3,3,1,2,0
13660,637,0.9300517357726625,3,3,0,2,0
13661,320,0.9300679904948239,3,2,2,2,0
13662,280,0.9300847616406736,3,3,2,2,0
13663,353,0.9300961271905835,3,2,0,2,0
13664,307,0.9301118360437157,3,0,0,2,0
13665,433,0.9301237119578241,3,3,1,2,0
13666,277,0.930083175492053,3,3,0,2,1
13667,348,0.9300377951577293,3,3,0,2,0
13668,555,0.9300522980464921,3,3,0,2,0
13669,373,0.930048170421566,3,2,0,2,1
13670,180,0.9300617717883904,3,2,1,2,0
13671,335,0.9300715508669094,3,1,1,0,0
13672,361,0.9300775089505273,3,3,0,2,0
13673,388,0.930088323644135,3,3,0,2,0
13674,481,0.9300942733778554,3,3,0,2,2
13675,288,0.9301024675867837,3,2,2,0,0
13676,370,0.9301068444670096,3,3,0,2,0
13677,184,0.9300414287313851,3,3,0,2,0
13678,310,0.9300015671290941,3,3,1,2,0
13679,367,0.9300075348955186,3,3,0,2,0
13680,330,0.9300204352560374,3,3,0,2,0
13681,478,0.9300407840681176,3,3,0,2,0
13682,303,0.9300574716927688,3,3,0,2,0
13683,433,0.9300767568373202,3,3,1,2,0
13684,325,0.9300970729127089,3,3,1,2,0
13685,333,0.9301152952392302,3,3,0,2,0
13686,382,0.930126582278481,3,2,0,2,0
13687,449,0.9301324996278101,3,3,0,2,0
13688,367,0.9301506976744186,3,3,0,2,0
13689,369,0.9301694057778009,3,3,0,2,0
13690,367,0.9301801466759889,3,2,1,2,0
13691,261,0.9301962417365052,3,3,1,2,0
13692,280,0.9301288293846965,3,3,0,2,0
13693,182,0.9301433699748043,3,3,0,1,0
13694,332,0.9301630939554928,3,2,2,0,0
13695,380,0.9301620786475123,3,3,1,2,1
13696,350,0.9301817857779362,3,3,0,2,0
13697,246,0.9301893936581708,3,3,0,1,0
13698,231,0.930204420955746,3,2,0,0,0
13699,165,0.9302104669457061,3,3,0,0,0
13700,445,0.9302301425964121,3,3,0,2,0
13701,246,0.9302446333466851,3,3,0,2,0
13702,398,0.9302622211675368,3,3,2,2,0
13703,389,0.9302723862338933,3,3,0,2,0
13704,363,0.9302825461768804,3,3,1,2,0
13705,244,0.9302901181963023,3,3,0,2,0
13706,378,0.9303002689307226,3,3,0,2,0
13707,513,0.9303066212412976,3,3,0,2,0
13708,507,0.9303198578409596,3,3,1,2,0
13709,289,0.9303215586415183,3,3,2,2,0
13710,394,0.9303322059988012,3,3,2,0,0
13711,344,0.9303137693007701,3,3,0,2,0
13712,411,0.9303106508875739,3,2,0,2,0
13713,534,0.9303101107644075,3,3,1,2,0
13714,411,0.9303138721743373,3,3,1,2,0
13715,378,0.9302811957284853,3,2,0,2,0
13716,411,0.9302717319030099,3,2,0,2,0
13717,464,0.9302554027504911,3,3,0,2,1
13718,452,0.9302607193224695,3,3,0,2,0
13719,521,0.9302311848593109,3,3,0,2,1
13720,319,0.9301827895890371,3,3,0,2,0
13721,472,0.9301738828927857,3,3,1,2,0
13722,383,0.9301428560892685,3,3,0,2,0
13723,424,0.9301255631170325,3,3,1,2,0
13724,496,0.930095598912074,3,2,0,2,0
13725,358,0.9300625612532883,3,3,1,2,0
13726,325,0.9300290256516037,3,1,2,2,1
13727,421,0.9300196640177933,3,3,0,2,0
13728,482,0.9300118536624872,3,3,0,2,0
13729,266,0.9300062566707151,3,2,0,2,0
13730,365,0.9300174404485948,3,3,0,2,0
13731,432,0.9300002207034554,3,3,1,2,0
13732,274,0.9299446912417993,3,2,1,2,0
13733,372,0.929897574282542,3,2,0,2,0
13734,429,0.9298877527767773,3,3,1,2,0
13735,348,0.9298490571583945,3,3,0,2,1
13736,472,0.9298339700264473,3,3,1,2,0
13737,330,0.9298289424397552,3,1,0,2,0
13738,522,0.9298490366541353,3,3,0,2,0
13739,493,0.9298476128956485,3,3,0,2,0
13740,349,0.9298572634205409,3,1,0,2,0
13741,463,0.9298553233947646,3,3,0,2,1
13742,396,0.9298460500355721,3,3,0,2,0
13743,300,0.9298336950783129,3,3,0,2,0
13744,369,0.9298223750284068,3,1,0,2,0
13745,318,0.9297953739262994,3,0,0,0,0
13746,469,0.9297793147914774,3,3,0,2,0
13747,182,0.9297576055027726,3,1,2,0,1
13748,176,0.9297369346144833,3,2,2,0,0
13749,320,0.9297408112461562,3,3,1,2,0
13750,257,0.9296856128536398,3,2,0,2,0
13751,252,0.9296816684961581,3,3,0,0,1
13752,269,0.9296202272344847,3,3,0,2,1
13753,412,0.9296037330134722,3,3,0,2,0
13754,370,0.929624321834374,3,3,0,2,0
13755,365,0.9296313081106368,3,3,0,2,0
13756,314,0.9296284117066754,3,2,0,2,0
13757,404,0.9296187254808851,3,1,1,2,0
13758,395,0.9295970086031872,3,3,0,2,0
13759,191,0.9295983410851582,3,3,2,2,0
13760,311,0.9295954567353315,3,3,1,2,0
13761,367,0.929543033115869,3,3,0,2,0
13762,488,0.9295490027284532,3,1,0,2,0
13763,427,0.9295393546881382,3,3,0,2,0
13764,294,0.9295339205506621,3,3,2,2,0
13765,337,0.9295091885902567,3,2,1,2,0
13766,413,0.9294849838579206,3,3,0,2,0
13767,434,0.9294404779251056,3,3,0,2,1
13768,306,0.9293726055732786,3,3,0,2,0
13769,360,0.9293572838013966,3,3,0,2,0
13770,360,0.929377852510209,3,3,1,2,0
13771,348,0.929376578202432,3,2,0,2,0
13772,421,0.9293763321960411,3,3,1,2,0
13773,375,0.9293906314771314,3,3,0,2,0
13774,230,0.9293930316426244,3,3,0,2,0
13775,277,0.929311798569518,3,3,0,2,0
13776,348,0.9292451459132659,3,3,0,2,0
13777,296,0.9292143401983219,3,3,0,2,0
13778,362,0.9291991052753893,3,3,0,2,1
13779,361,0.9291766192090724,3,3,0,2,1
13780,223,0.9290929942223384,3,3,0,2,1
13781,486,0.9290923207534848,3,3,1,2,0
13782,388,0.9290895901342039,3,3,0,2,0
13783,434,0.9290801229983755,3,3,0,2,0
13784,457,0.9290856757560159,3,3,0,2,0
13785,493,0.9290989874390253,3,3,0,2,0
13786,461,0.9291040179703633,3,3,0,2,0
13787,471,0.9291095592709571,3,3,0,2,0
13788,338,0.929119259543588,3,1,1,2,0
13789,343,0.9291217145753385,3,3,0,0,0
13790,228,0.9290931597883292,3,2,1,0,0
13791,471,0.9290924880590534,3,3,1,2,0
13792,434,0.9290556427749763,3,3,0,2,0
13793,473,0.9290477499240573,3,3,0,2,0
13794,214,0.92902078181266,3,3,0,2,1
13795,299,0.9290123903017334,3,3,0,2,0
13796,219,0.9289792437557817,3,3,1,2,1
13797,263,0.9289770674681733,3,2,1,2,0
13798,256,0.9289356968462417,3,3,0,2,1
13799,295,0.9288117968197115,3,3,0,2,1
13800,303,0.9287441793307584,3,3,0,2,0
13801,414,0.9287379383511717,3,3,0,2,0
13802,255,0.9286909967242449,3,3,0,2,1
13803,296,0.9286466523363677,3,3,0,2,1
13804,426,0.9286239670017451,3,3,0,2,0
13805,321,0.928543106990693,3,3,0,2,0
13806,383,0.9284499409034564,3,3,1,2,1
13807,339,0.928406233564126,3,3,1,2,0
13808,347,0.9283965022977081,3,3,1,2,0
13809,296,0.9283929458698486,3,2,1,2,0
13810,415,0.9283996832481463,3,2,0,2,0
13811,246,0.9283812183325656,3,2,0,2,0
13812,434,0.9283725347704396,3,3,0,2,0
13813,293,0.9283078582988671,3,3,0,2,0
13814,356,0.9282940719647942,3,3,1,2,0
13815,341,0.928284905036447,3,2,2,2,0
13816,415,0.928262400643928,3,2,1,2,0
13817,507,0.92825530936575,3,3,0,2,0
13818,429,0.928262071838482,3,3,0,2,0
13819,248,0.928257013808604,3,2,0,2,0
13820,419,0.9282412060301507,3,3,0,2,0
13821,320,0.9282038768758208,3,3,0,2,0
13822,450,0.9281978433524892,3,3,0,2,0
13823,339,0.928181035719409,3,3,0,2,0
13824,329,0.9281647521117469,3,3,0,2,0
13825,392,0.9281587360754685,3,3,0,2,0
13826,312,0.9281434980149346,3,3,0,2,0
13827,386,0.928150276179764,3,2,0,2,0
13828,276,0.9281258281465989,3,3,1,2,0
13829,268,0.9280517843844875,3,2,2,2,1
13830,176,0.9280309267279951,3,3,1,2,1
13831,243,0.9280208415342003,3,2,1,2,0
13832,286,0.9280174017573485,3,3,0,2,0
13833,392,0.9280303301262564,3,3,1,2,0
13834,191,0.9280304384829391,3,3,0,2,0
13835,372,0.9280367216490423,3,3,0,2,0
13836,426,0.9280445441939588,3,3,1,2,1
13837,327,0.9280354999142514,3,3,1,2,1
13838,418,0.9280494338679144,3,3,2,2,0
13839,331,0.9280546767316799,3,3,1,2,0
13840,343,0.9280609440037697,3,3,0,2,0
13841,386,0.928061610494911,3,3,0,2,0
13842,420,0.9280831692211091,3,2,0,2,0
13843,405,0.9281042021841942,3,2,0,2,0
13844,352,0.9281170664917135,3,3,0,2,0
13845,455,0.9281299236456187,3,3,0,2,0
13846,260,0.9281310363015602,3,3,1,0,0
13847,470,0.9281367574962947,3,3,0,2,0
13848,416,0.9281348397851454,3,3,0,2,0
13849,428,0.9281466551765887,3,3,0,2,0
13850,531,0.9281533904821576,3,3,1,2,0
13851,537,0.928174868677666,3,3,0,2,0
13852,364,0.928192246385062,3,3,0,2,0
13853,237,0.9281989256874533,3,2,2,0,0
13854,382,0.9282035962216911,3,3,0,2,0
13855,543,0.9282179273859806,3,3,0,2,0
13856,527,0.9282388484094544,3,2,2,2,0
13857,473,0.928245034289166,3,3,0,2,0
13858,358,0.9282547531758888,3,2,2,1,1
13859,432,0.928267015186169,3,2,2,2,0
13860,279,0.9282762146884631,3,3,0,2,1
13861,222,0.9282899641449821,3,2,2,2,0
13862,211,0.9282981366459627,3,2,2,2,0
13863,302,0.9283027705234472,3,3,0,2,0
13864,173,0.9283033326001661,3,2,1,2,0
13865,380,0.9283231664065825,3,3,2,2,0
13866,352,0.9283196823033011,3,3,1,2,0
13867,196,0.9283334042341997,3,2,0,2,0
13868,411,0.9283451116041367,3,3,0,2,0
13869,360,0.9283547820171212,3,2,1,2,0
13870,303,0.9283639403729524,3,2,0,0,0
13871,441,0.9283832216571518,3,3,0,2,0
13872,447,0.9284019855685142,3,3,0,2,0
13873,270,0.9284101126379656,3,3,0,2,0
13874,478,0.928422795991167,3,3,0,2,0
13875,494,0.9284430544548851,3,3,0,2,0
13876,363,0.9284466232323876,3,3,2,2,0
13877,361,0.9284643347147767,3,3,0,2,0
13878,362,0.9284825430943054,3,3,0,2,0
13879,412,0.9285017529970595,3,3,2,2,0
13880,279,0.9284972262464224,3,3,1,2,2
13881,338,0.928506832087496,3,2,0,2,0
13882,344,0.9285240019212838,3,2,1,2,0
13883,497,0.9285467140244462,3,3,0,2,0
13884,169,0.9285537788132303,3,3,0,0,0
13885,493,0.9285668913434731,3,3,0,2,0
13886,314,0.9285759647748683,3,3,1,2,0
13887,389,0.9285941038284904,3,2,0,2,0
13888,348,0.9286107232025729,3,3,0,1,0
13889,143,0.9286102120397989,3,3,0,0,0
13890,210,0.9286197707372784,3,2,0,2,0
13891,331,0.928630834073385,3,2,0,2,0
13892,396,0.9286363540279451,3,3,0,2,0
13893,291,0.9286519386834986,3,3,0,1,0
13894,335,0.9286680189317106,3,3,0,2,0
13895,531,0.9286820722966217,3,3,0,2,0
13896,319,0.9286971335248071,3,1,1,0,0
13897,374,0.9287016249920826,3,3,0,2,0
13898,402,0.9287121467972532,3,3,2,2,0
13899,383,0.9287296976006415,3,3,0,2,0
13900,297,0.9287447342696195,3,3,0,2,0
13901,278,0.9287522324253632,3,3,2,2,0
13902,190,0.9287386380412088,3,3,0,2,0
13903,458,0.9287521434796053,3,3,0,2,0
13904,366,0.9287716660460476,3,3,0,2,0
13905,349,0.9287901775679928,3,3,2,2,0
13906,310,0.9288081795455184,3,3,0,2,0
13907,369,0.9288286707150128,3,3,0,2,0
13908,280,0.9288381364140429,3,3,0,2,0
13909,367,0.9288505932625581,3,3,0,2,0
13910,356,0.9288700580824378,3,3,1,2,0
13911,407,0.9288905096180144,3,3,1,2,0
13912,417,0.9289099526066351,3,3,1,2,0
13913,279,0.9289118793282306,3,2,2,2,0
13914,396,0.928923801381862,3,3,0,2,0
13915,437,0.9289442159905287,3,3,0,2,0
13916,330,0.928961633819389,3,3,0,2,0
13917,377,0.9289790431111142,3,2,1,0,0
13918,445,0.9289984319874559,3,3,0,2,0
13919,465,0.9290163200179157,3,3,0,2,0
13920,177,0.9290227331565433,3,3,0,2,0
13921,475,0.9290281061570531,3,3,0,2,0
13922,375,0.9290384844013343,3,3,0,2,0
13923,408,0.9290503457292475,3,3,0,2,1
13924,270,0.9290612090838558,3,3,0,0,0
13925,347,0.9290660703679117,3,3,1,2,0
13926,297,0.9290629519145458,3,3,0,1,0
13927,123,0.929074843711801,3,2,1,0,0
13928,323,0.9290717243594667,3,2,0,2,0
13929,399,0.9290556342895441,3,3,1,2,0
13930,393,0.929034059184813,3,3,0,2,0
13931,414,0.9289995325244378,3,3,0,2,0
13932,367,0.9289764998849059,3,2,2,2,0
13933,464,0.9289619391640284,3,2,1,2,0
13934,469,0.9289548534619781,3,3,0,2,0
13935,462,0.9289741641866981,3,3,1,2,0
13936,196,0.9289885166397235,3,2,2,2,0
13937,440,0.9290097871895789,3,3,0,2,0
13938,273,0.9290136568447883,3,3,2,1,0
13939,245,0.9290031052873435,3,2,1,2,0
13940,282,0.9289532666044854,3,3,0,2,1
13941,326,0.9289223532031565,3,3,1,2,0
13942,295,0.9289192836967259,3,3,0,2,0
13943,451,0.928938070331627,3,3,2,2,0
13944,491,0.9289583289875327,3,3,0,2,0
13945,397,0.9289761075542394,3,3,0,2,0
13946,477,0.9289953576293332,3,3,0,2,0
13947,244,0.9290032100721224,3,2,1,0,0
13948,275,0.9290115523816801,3,3,0,2,0
13949,342,0.9290273292356843,3,3,0,0,0
13950,223,0.929042113668715,3,3,0,0,0
13951,330,0.9290588619150428,3,2,1,2,0
13952,317,0.9290676772093475,3,3,1,2,0
13953,544,0.9290878561218967,3,2,1,2,0
13954,489,0.9291005951637741,3,3,0,2,0
13955,382,0.9291178041152035,3,2,0,2,0
13956,409,0.9291350047146264,3,3,0,2,0
13957,482,0.9291407896196074,3,2,0,2,1
13958,257,0.9291495731234062,3,2,2,2,0
13959,423,0.9291558419065433,3,2,0,2,0
13960,414,0.9291611258865248,3,2,1,2,0
13961,497,0.9291698400609292,3,3,0,2,0
13962,414,0.9291849801003634,3,3,1,2,0
13963,324,0.9292036010601122,3,3,0,2,0
13964,486,0.9292172529487046,3,3,0,2,0
13965,141,0.9292285133284456,3,3,1,0,0
13966,246,0.9292293649037398,3,3,0,2,0
13967,533,0.929243000345662,3,3,1,2,0
13968,405,0.9292472716968352,3,3,0,2,0
13969,406,0.9292643827476127,3,1,1,2,0
13970,418,0.9292819740532475,3,2,0,2,0
13971,428,0.9293005331638996,3,3,0,2,0
13972,374,0.9293107138665064,3,3,0,2,0
13973,453,0.9293287682580004,3,3,0,2,0
13974,400,0.9293458382504158,3,2,0,2,0
13975,304,0.9293545382412806,3,3,2,2,0
13976,324,0.9293706197229733,3,1,2,0,0
13977,589,0.9293915633986387,3,3,2,2,0
13978,493,0.9294046273060695,3,3,0,2,0
13979,344,0.9294240895431863,3,3,0,2,0
13980,432,0.9294395678595544,3,3,0,2,0
13981,340,0.9294457187334256,3,3,0,2,0
13982,406,0.9294661240454204,3,3,0,2,0
13983,425,0.9294732349377685,3,3,0,2,0
13984,418,0.9294941055833511,3,3,0,2,0
13985,351,0.9295110842014008,3,2,1,2,0
13986,524,0.9295260236472311,3,3,0,2,0
13987,285,0.9295415317118121,3,2,1,0,0
13988,334,0.929559454405456,3,3,0,2,0
13989,446,0.929577852007643,3,3,0,2,0
13990,342,0.9295943048760376,3,3,0,2,0
13991,279,0.9296033965141762,3,3,0,2,0
13992,335,0.9296193524458426,3,3,1,2,0
13993,266,0.9295813333882674,3,3,1,2,0
13994,241,0.9295835564526095,3,3,0,0,0
13995,350,0.9295936086535755,3,3,0,2,0
13996,470,0.9296055881868585,3,2,0,2,0
13997,278,0.9296195931808047,3,1,2,0,0
13998,463,0.9296320427968863,3,3,0,2,0
13999,527,0.9296523068695276,3,3,1,2,0
14000,336,0.9296618476703614,3,3,1,2,0
14001,471,0.9296820926104864,3,3,0,2,0
14002,280,0.9296901763569344,3,3,2,2,0
14003,218,0.9296831116165006,3,3,2,2,1
14004,329,0.9296940809072792,3,3,0,2,0
14005,334,0.9296981979514707,3,3,0,2,1
14006,300,0.9297150406253637,3,3,0,2,0
14007,159,0.9297074966807649,3,3,2,0,0
14008,269,0.9296769161295619,3,3,0,2,1
14009,345,0.9295959616686844,3,2,0,2,0
14010,171,0.9295297882816347,3,1,2,2,0
14011,285,0.9295061120682583,3,2,2,0,0
14012,337,0.9294848573908645,3,3,2,2,0
14013,318,0.9294553356064695,3,3,0,2,0
14014,360,0.9294741300397579,3,2,2,2,0
14015,388,0.9294811820062966,3,2,0,2,0
14016,394,0.9294809211379728,3,3,0,2,0
14017,400,0.9295006552364311,3,3,2,2,0
14018,373,0.9295057693226249,3,3,0,2,0
14019,379,0.9295240434138987,3,3,0,2,0
14020,425,0.929528187361041,3,3,0,2,0
14021,408,0.9295405888208583,3,3,0,2,0
14022,173,0.9295472207452248,3,2,2,0,0
14023,306,0.9295499154898861,3,2,0,2,0
14024,399,0.9295428221026095,3,3,0,2,0
14025,440,0.9295474361070242,3,2,0,2,0
14026,394,0.9295642284616904,3,1,2,1,0
14027,354,0.9295469709554869,3,3,1,2,1
14028,480,0.9295593460297581,3,3,0,2,0
14029,565,0.9295794774088187,3,3,0,2,0
14030,385,0.9295957658135706,3,1,2,0,0
14031,408,0.9295994014826906,3,2,0,2,0
14032,394,0.9296190275445193,3,3,1,2,0
14033,208,0.9296197850456489,3,3,0,2,0
14034,270,0.9296219772452322,3,3,2,2,0
14035,330,0.929631441617743,3,3,1,2,0
14036,50,0.9296278933887723,3,2,0,0,0
14037,270,0.9295839701137715,3,3,0,2,0
14038,316,0.9294876583030591,3,3,0,2,0
14039,229,0.9294093686354379,3,3,0,2,2
14040,266,0.929392201445685,3,3,2,2,2
14041,303,0.9293895719675379,3,3,0,2,0
14042,365,0.9294058586489017,3,3,0,2,0
14043,428,0.9294167915736928,3,3,0,2,0
14044,521,0.9294233311862223,3,3,0,2,0
14045,469,0.9294415108152627,3,3,1,2,0
14046,336,0.9294572907912928,3,3,0,2,0
14047,543,0.9294705890323717,3,3,0,2,0
14048,370,0.9294868321231169,3,2,0,2,0
14049,458,0.929498682882895,3,2,0,2,0
14050,425,0.9295090957097497,3,3,0,2,0
14051,456,0.9295136891265355,3,2,0,2,0
14052,546,0.9295206647359732,3,3,0,2,0
14053,290,0.9295349686776982,3,3,0,2,0
14054,420,0.9295540315708315,3,3,0,2,0
14055,340,0.9295702269223487,3,3,0,2,0
14056,443,0.9295810828167567,3,2,2,2,0
14057,598,0.9295957397921256,3,3,0,2,1
14058,463,0.9296075344733233,3,3,0,2,0
14059,477,0.9296260773241833,3,2,0,2,0
14060,351,0.9296417598001148,3,2,0,2,0
14061,447,0.9296530586066984,3,3,0,2,0
14062,488,0.9296653010535694,3,3,0,2,0
14063,474,0.9296640418884908,3,3,0,2,0
14064,563,0.9296776978805499,3,3,0,2,0
14065,206,0.9296765404122154,3,3,0,2,0
14066,363,0.9296859196526102,3,3,0,2,0
14067,490,0.929698612037992,3,3,0,2,0
14068,424,0.9297161419020918,3,3,0,2,0
14069,498,0.929728345820083,3,3,2,2,0
14070,375,0.9297444395047758,3,3,0,2,0
14071,420,0.9297609988349619,3,2,0,2,0
